id;title;age_range;area;subarea;location;prep_min;duration_min;materials;short_goal;setup;adult_role;easier;harder;observe;montessori_link;personality_link;source_ids;source_urls;evidence_tags
A128;Háromlépéses kísérlet: jég olvadása;4-5 év;Tudomány;állapotváltozás, idő;benti;5;20;jégkocka, tál, só opcionális;Megfigyelés, idő, változás.;Tegyetek jeget két tálba, egyikhez adjatok sót, nézzétek mi történik.;Ne magyarázd előre, csak kérdezd: „mit gondolsz?”;Egy jégkocka figyelése.;Két feltétel összehasonlítása.;Jósol-e, észreveszi-e a különbséget.;Konkrét tapasztalatból tanulás.;Kíváncsiság, türelem.;"GUIDED_PLAY_META; MONTESSORI_ACADEMY";"https://montessoriacademy.com.au/montessori-education/montessori-learning-materials/; https://srcd.onlinelibrary.wiley.com/doi/full/10.1111/cdev.13730";tudomány
A129;Gombolás valós kabáton indulás nélkül;3-4 év;Gyakorlati élet;önellátás, finommotorika;benti;1;10;gombos kardigán/kabát;Önálló öltözés stresszmentes gyakorlása.;Nyugodt időben gyakorolja, nem akkor, amikor siettek.;"Ne javítsd folyamatosan; csak akkor segíts, ha kéri.";Nagy gomb.;Kisebb gomb, saját ruhán.;Kér-e segítséget, melyik mozdulat nehéz.;Dressing frames valós adaptáció.;Autonómia, frusztrációtűrés.;"AMS_CORE; LILLARD_PRIMARY";"https://amshq.org/wp-content/uploads/2025/02/EC-Core-Materials-2020.pdf; https://montessori-science.org/Lillard_montessori_primary_classroom_survey_AMI_AMS_teacher_trainers.pdf";"practical_life; finommotorika"
A130;Mozgásos hangvadászat;5-6 év;Nyelv és mozgás;fonológia, gátlás;benti/kinti;0;10;nincs eszköz;Kezdőhang felismerése mozgással.;Mondasz hangot: „s”, és csak olyan tárgyhoz futhat, ami s-s-s-sel kezdődik.;Legyen mozgásos, rövid, ne feladatlap.;Egy szoba.;Két hang, stop-jel.;Talál-e tárgyat, meg tud-e állni.;Mozgás és kogníció együtt.;Önkontroll, játékosság.;"BOOK_READING_META; MOVEMENT_META; DIAMOND_EF";"https://www.annualreviews.org/content/journals/10.1146/annurev-psych-113011-143750; https://www.mpi.nl/publications/item3165681/impact-shared-book-reading-childrens-language-skills-meta-analysis; https://pmc.ncbi.nlm.nih.gov/articles/PMC5745693/";"nyelv; nagymozgás"
A131;Vonalon járás kis tárggyal;3-4 év;Mozgás és önszabályozás;egyensúly, gátlás, figyelem;benti;2;8;padlóra ragasztott szalag vagy szőnyegszél, kis tárgy;Egyensúly, testkontroll és lassítás gyakorlása valós, csendes mozgással.;Jelölj ki egy ovális vagy egyenes vonalat. Mutasd meg lassan, hogyan lépsz saroktól lábujjig, majd add a kezébe a kis tárgyat.;"Egyszer mutasd be, utána maradj csendes megfigyelő; ne versenyt csinálj belőle.";Csak rövid egyenes szakasz tárgy nélkül.;Kisebb tárgy, csengő vagy vízzel félig töltött pohár.;Lassít-e magától, figyel-e a testére, frusztrálódik-e, ha kiesik a ritmusból.;"Mozgás és figyelem összehangolása; Montessori csend- és vonalgyakorlat otthoni formában.";Önuralom, belső kontroll, nyugodt ismétlés.;"MONTESSORI_METHOD;CUSHMAN_BOOK;DIAMOND_EF";;"movement;executive_function;montessori_primary"
A132;Csendjáték: meghallom a nevem;3-4 év;Személyiség és EF;csend, impulzuskontroll, auditív figyelem;benti;1;5;nyugodt sarok, halk csengő vagy csak a felnőtt hangja;Rövid csend, várakozás és finom auditív figyelem kialakítása.;Üljetek le. Mondd el, hogy most hallgatózós játék jön. Pár másodperc csend után nagyon halkan mondd a nevét, majd hívj egy apró mozdulatot.;"Legyen játékos és rövid; ha nem megy, ne javítsd, hanem zárd le szépen.";5-10 másodperc csend.;Hosszabb várakozás, halkabb hang, több családtag bevonása.;Keresi-e a hangot, képes-e várni, élvezi-e a csendet vagy túlságosan feszíti.;A Montessori silence game otthoni, rövidített változata.;Ko-regulációból induló önszabályozás.;"MONTESSORI_METHOD;CUSHMAN_BOOK;DIAMOND_EF";;"silence_game;executive_function;self_regulation"
A133;Öltözködési részfeladat: cipzár és patent;2-3 év;Gyakorlati élet;önállóság, finommotorika;benti;1;10;saját kabát, cipzáras/patentos ruha, opcionálisan öltöztető keret;Önállóság és kézhasználat fejlesztése valódi helyzetben, indulási stressz nélkül.;Ne indulás előtt gyakoroljátok. Tedd elé a kabátot az asztalra, mutasd meg lassan a cipzár húzását vagy patent zárását.;"Ne vedd ki a kezéből túl gyorsan; csak annyit segíts, hogy újra sikerélményhez jusson.";Nagyobb patent vagy csak a cipzár húzókája.;Kisebb patentek, kabáton viselve, sorrendben több záródás.;Kéri-e a segítséget, meddig próbálkozik, siker után ismétel-e.;Practical life: valós öltözködés, izolált nehézség.;Kompetenciaélmény és autonómia.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"practical_life;fine_motor;autonomy"
A134;Asztalterítés alátét-kontúrokkal;2-3 év;Gyakorlati élet;rend, sorrend, házimunka;benti;5;10;rajzolt alátét tányér/pohár/kanál helyével, biztonságos edények;Rend, téri viszonyok és családi részvétel támogatása.;Rajzold körbe a tányért, poharat és evőeszközt egy papíron. A gyermek a kontúrokra helyezi az eszközöket.;Mutasd meg egyszer, majd hagyd, hogy saját tempóban tegye.;Csak két tárgy: tányér és kanál.;Teljes teríték, majd terítés valódi étkezés előtt.;Észreveszi-e az illeszkedést, önállóan javít-e.;Practical life: rend és valós közösségi funkció.;Hozzájárulás érzése, családhoz tartozás.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"practical_life;spatial;family_participation"
A135;Polírozás otthoni változatban;3-4 év;Gyakorlati élet;finommotorika, sorrend, gondoskodás;benti;5;10;fa kanál vagy fém tárgy, puha rongy, kevés természetes polírozó vagy száraz törlés;Koncentráció, körkörös kézmozgás és környezetgondozás támogatása.;Tegyél ki egy tálcára egy tárgyat és rongyot. Mutasd meg lassan a körkörös mozdulatot, majd a tárgy visszahelyezését.;A cél ne a tökéletes fényesség legyen, hanem a rendezett folyamat.;Csak száraz törlés.;Két tárgy összehasonlítása előtte-utána.;Ismétli-e a mozdulatot, rendezett-e a befejezés, visszateszi-e az eszközt.;Practical life és mozgáskoordináció.;Kitartás, gondoskodás, kompetencia.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"practical_life;concentration;fine_motor"
A136;Kézmosás képes sorrenddel;2-3 év;Gyakorlati élet;sorrendiség, önállóság;benti;5;8;3-5 képkártya: víz, szappan, dörzsölés, öblítés, törlés;Önálló rutin és testgondozás támogatása.;Tedd ki a képeket szemmagasságba. Együtt végigmentek a lépéseken, majd a képeket használja emlékeztetőnek.;"Ne mondd folyamatosan, hogy mit csináljon; mutass a következő képre.";Három lépés.;Ő rakja sorba a képeket a rutin előtt.;A képből veszi-e a támpontot, melyik lépés marad ki.;Practical life: önálló testgondozás és rend.;Autonómia és önhatékonyság.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"routine;practical_life;autonomy"
A137;Tapintó zsák: tárgykeresés látás nélkül;3-4 év;Szenzoros és nyelv;sztereognosztikus érzékelés, szókincs;benti;3;10;zsák, 4-6 ismert tárgy: kulcs, kanál, kocka, autó, állatfigura;Tapintási diszkrimináció és tárgyi szókincs erősítése.;Tegyél 3-4 ismert tárgyat a zsákba. Kérd, hogy tapintással keresse meg például a kanalat.;"Először legyen látható a készlet; ne legyen vizsgaszagú.";Csak két nagyon eltérő tárgy.;Hasonló formák, majd jelzők: sima, hegyes, kerek, hosszú.;Milyen tulajdonság alapján ismeri fel, használ-e szavakat a tapintásra.;Montessori stereognostic bag otthoni változat.;Biztonságos kísérletezés, testérzetbe vetett bizalom.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"sensorial;language;stereognostic"
A138;Anyagpárosítás: durva, sima, puha;3-4 év;Szenzoros;tapintás, osztályozás;benti;5;10;párokban textilek: pamut, filc, vászon, szivacs, csiszolópapír nagyon finoman;Tapintási különbségek felismerése és nyelvi címkézése.;Tegyél ki 3 pár anyagot. Mutasd meg: megérintem, keresem a párját, egymás mellé teszem.;"Kevés szóval dolgozz; engedd, hogy előbb érzékeljen, csak utána nevezd meg.";Két nagyon eltérő pár.;Bekötött szemmel vagy finomabb különbségekkel.;Észreveszi-e a textúrákat, melyiket kerüli vagy szereti.;Érzékszervi izoláció és párosítás.;Saját preferenciák felismerése, választás.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"sensorial;tactile;classification"
A139;Hőmérséklet-párosítás üvegekkel;4-5 év;Szenzoros és tudomány;thermic érzékelés, összehasonlítás;benti;5;8;kis zárható üvegek vagy palackok langyos/hűvös vízzel;Hőérzékelés, párosítás és biztonságos megfigyelés.;Készíts két langyos és két hűvös palackot. Tapintással kell párokat keresni.;"Mindig ellenőrizd a hőfokot; ne legyen forró.";Csak meleg-hideg különbség.;Három fokozat: hűvös, langyos, melegebb.;Hogyan írja le a különbséget, sorrendbe tudja-e tenni.;Thermic érzékelés Montessori ihletésben.;Óvatos felfedezés és pontos nyelvhasználat.;MONTESSORI_METHOD;;"sensorial;science;comparison"
A140;Színárnyalat-sorozat festékmintákkal;4-5 év;Szenzoros és matematika;vizuális differenciálás, sorbarendezés;benti;3;10;festékbolt színkártyák vagy saját készítésű árnyalatkártyák;Árnyalatok rendezése, finom vizuális diszkrimináció és soralkotás.;Vágj ki 4-6 árnyalatot egy színből, keverd össze, majd együtt keressétek a világostól sötétig sort.;"Ne nevezd meg túl hamar; hagyd, hogy vizuálisan keressen.";Három árnyalat.;Két közeli színsor, hibakeresés, saját színskála készítése.;Képes-e sorozatot alkotni, javítja-e a sorrendet.;Montessori color tablets otthoni adaptációja.;Türelem, önellenőrzés.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"sensorial;visual_discrimination;ordering"
A141;Geometriai testek tapintása és megnevezése;4-5 év;Téri gondolkodás;3D formák, tapintás, szókincs;benti;3;10;gömb, kocka, henger, kúp: játékokból vagy fa testekből;Téri formafelismerés, tapintási és nyelvi kapcsolás.;Mutass be 3 testet. Fordítsátok kézben, gurítsátok, majd nevezzétek meg.;"A név csak második lépés; előbb legyen sok manipuláció.";Csak kocka és gömb.;Bekötött szemmel felismerés, tárgykeresés a lakásban ilyen formákra.;Gurul-e, áll-e, milyen szavakat használ.;Montessori geometriai testek otthoni formában.;Felfedezés, pontos megfigyelés.;"MONTESSORI_METHOD;SPATIAL_META";;"spatial;sensorial;geometry"
A142;Geometriai forma-vadászat a lakásban;4-5 év;Téri gondolkodás;formák, kategorizálás;benti;2;10;papírra rajzolt kör, háromszög, négyzet, téglalap;Absztrakt forma és valós tárgy összekapcsolása.;Mutass egy formakártyát, majd keressetek a lakásban hasonló formákat.;"Ne legyen számonkérés; te is mondhatsz rossz ötletet, amin együtt gondolkodtok.";Csak kör és négyzet.;Összetett formák, félkör, ovális, henger alapja.;Képes-e tárgyat forma alapján osztályozni, észreveszi-e a részformákat.;Geometriai kabinet és valós környezet összekötése.;Kíváncsiság, rugalmas gondolkodás.;"MONTESSORI_METHOD;SPATIAL_META";;"spatial;geometry;guided_play"
A143;Fémbetét ihletésű rajzolás;4-5 év;Finommotorika és rajz;ceruzafogás, forma, kitartás;benti;5;12;sablonok, formák, ceruza, színes ceruza;Írás előkészítése forma körberajzolással és kitöltéssel.;Adj egy egyszerű sablont. Mutasd meg a lassú körberajzolást, majd a vonalakkal kitöltést.;A szép rajz helyett a kontrollált mozgás és ismétlés a cél.;Nagyobb forma, vastagabb ceruza.;Kisebb forma, párhuzamos vonalak, két forma kombinálása.;Milyen irányban húz vonalat, fárad-e a kéz, élvezi-e az ismétlést.;Montessori metal insets otthoni adaptációja.;Koncentráció, önellenőrzés, kitartás.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"prewriting;fine_motor;drawing"
A144;Homokpapír betű hanggal, nem betűnévvel;4-5 év;Nyelv;fonématudatosság, tapintás;benti;10;5;házi homokpapír betűk vagy érdes kartonbetűk;Betűalak, mozgás és beszédhang összekapcsolása.;Válassz 2-3 gyakori hangot. Ujjal követi a betűt, közben a hangot mondjátok, nem a betű nevét.;"Csak akkor, ha érdekli; ne legyen kötelező lecke.";Egy betű és hozzá tárgy.;Tárgyak válogatása kezdőhang szerint, majd több betű.;Követi-e az alakot, hallja-e a kezdőhangot.;Montessori sandpaper letters, multiszenzoros nyelvi előkészítés.;Sikerélmény, választás, érdeklődés követése.;"MONTESSORI_METHOD;CUSHMAN_BOOK;NOBLE_READING";;"language;phonological_awareness;montessori_primary"
A145;Mozgatható ábécé tárgycímkézéshez;5-6 év;Nyelv;hangokra bontás, írás előkészítése;benti;15;15;betűkártyák, 5-8 ismert tárgy;Szavak hangokra bontása és írás előkészítése kézírás-terhelés nélkül.;Tegyél ki tárgyakat. Mondjátok lassan: m-a-c-i. A gyermek megkeresi a hangokhoz tartozó betűket.;"Ne javíts túl sokat; a fonetikus próbálkozás értékes.";Csak kezdőhang szerinti betűválasztás.;Rövid szavak kirakása, majd saját üzenet.;Hallja-e a hangokat, keresi-e önállóan a betűket.;Montessori movable alphabet: írás gondolkodása kézterhelés nélkül.;Önálló alkotás, kompetenciaélmény.;"MONTESSORI_METHOD;CUSHMAN_BOOK;NOBLE_READING";;"language;early_literacy;writing_preparation"
A146;Olvasott parancskártya végrehajtása;5-6 év;Nyelv és mozgás;olvasás értelmezése, cselekvés;benti;5;10;rövid cselekvéskártyák: hozz, tedd, nyisd, csukd;Olvasás értelmezése valódi cselekvéssel.;Írj nagyon rövid parancsokat: Hozd a kanalat. Tedd a könyvet az asztalra. Elolvassa vagy együtt olvassátok, majd végrehajtja.;A kártya legyen játékos, ne feladatlap.;Képes kártyával vagy egy szavas parancs.;Kétlépéses parancsok, saját parancs írása neked.;Megérti-e a mondatot, kér-e segítséget, örömmel talál-e ki sajátot.;Montessori reading commands és grammar commands otthoni előkészítése.;Önállóság, humor, cselekvéses megértés.;"MONTESSORI_ELEMENTARY;MONTESSORI_METHOD";;"language;reading_comprehension;movement"
A147;Főnév-címkézés valós tárgyakkal;5-6 év;Nyelv;szófaj-előkészítés, osztályozás;benti;5;10;papírcímkék tárgynevekkel, 5-8 tárgy;A főnév fogalmának intuitív megértése tárgycímkézéssel.;Írj tárgyneveket kis papírokra. A gyermek a megfelelő tárgyra teszi a címkét.;"Ne definícióval kezdj; a fogalom a cselekvésből épüljön.";Képes vagy rajzos címkék.;Később piros/fekete szófajszimbólumok, majd saját címkék írása.;Tárgyhoz köti-e a szót, felismeri-e, hogy „neve” van.;Montessori Elementary: a tárgyra helyezett szó vezeti át a gyereket a nyelvtani kategóriákhoz.;Rend, kategorizálás, fogalmi gondolkodás.;MONTESSORI_ELEMENTARY;;"language;grammar;classification"
A148;Melléknév-játék: milyen a tárgy?;5-6 év;Nyelv;jelzők, megfigyelés;benti;5;10;azonos tárgyak különböző tulajdonsággal: kicsi/nagy kanál, piros/kék autó;Megfigyelés, tulajdonságszavak és pontos nyelvhasználat fejlesztése.;Tegyél ki több tárgyat. Kérd: add ide a piros autót, a kis kanalat, a hosszú ceruzát.;A cél a tulajdonság és tárgy összekapcsolása.;Csak szín szerint.;Két jelző együtt: hosszú piros ceruza.;Melyik tulajdonságot veszi észre, képes-e pontosítani.;Montessori adjective commands otthoni változata.;Pontos megfigyelés, frusztrációmentes nyelvi játék.;"MONTESSORI_ELEMENTARY;CUSHMAN_BOOK";;"language;grammar;observation"
A149;Ige-parancsok mozgással;4-5 év;Nyelv és mozgás;igék, cselekvés, önszabályozás;benti;3;8;igekártyák vagy szóban adott cselekvések: ugorj, fordulj, nyiss, guríts;Cselekvésszavak, testkontroll és hallási figyelem gyakorlása.;Adj egy cselekvést: gurítsd a labdát, nyisd ki a dobozt. Később kártyáról húzhat.;"Tartsd röviden; a mozgás segíti a nyelvi értést.";Csak szóban, egy cselekvés.;Kétlépéses cselekvés vagy ő ad parancsot neked.;Érti-e az igét, képes-e gátolni az impulzust a következő utasításig.;Montessori verb commands cselekvéses nyelvtan.;Kompetencia, humor, szerepcsere.;"MONTESSORI_ELEMENTARY;GUIDED_PLAY_META";;"language;movement;grammar"
A150;Elöljárószó-játék: alatt, fölött, mellett;4-5 év;Téri gondolkodás és nyelv;prepozíciók, térbeli relációk;benti;2;10;kis állatfigura, doboz, pohár vagy szék;Térbeli nyelv és relációk megértése.;Tedd a figurát a doboz alá, fölé, mellé, mögé. Később ő állítja be neked.;"Legyen sok szerepcsere; ne teszteld hosszan.";Két reláció: benne és rajta.;Kártyára írt utasítások, bonyolultabb relációk.;Melyik térbeli szó bizonytalan, élvezi-e a saját instrukciót.;Montessori preposition commands otthoni formában.;Kontrollérzés, szerepcsere, játékosság.;"MONTESSORI_ELEMENTARY;SPATIAL_META";;"spatial;language;prepositions"
A151;Szócsalád-gyűjtés képekkel;5-6 év;Nyelv;szócsalád, jelentéskapcsolat;benti;10;12;"képek vagy rajzok: hal, halász, halacska; kert, kertész, kertben";Szavak közötti jelentéskapcsolatok és morfológiai érzékenység előkészítése.;Válassz egy alapszót, és gyűjtsetek hozzá rokon szavakat képekkel vagy rajzzal.;"Ne nyelvtani magyarázat legyen; inkább felfedezés.";Csak 2-3 kapcsolódó szó.;Előtag-utótag játék nagyobbaknál, saját szógyűjtemény.;Észreveszi-e a közös részt és a jelentésváltozást.;Montessori Elementary word study otthoni, korai változata.;Kíváncsiság, fogalmi rugalmasság.;MONTESSORI_ELEMENTARY;;"language;morphology;classification"
A152;Számrudak lépcsője 1-től 10-ig;3-4 év;Matematika;mennyiség, hossz, sorrend;benti;10;12;házi számrudak papírcsíkból vagy építőkockákból 1-10 hosszban;Mennyiség és hossz érzékelésének összekapcsolása.;Építsetek 1-10 hosszúságú rudakat. Tegyétek növekvő sorrendbe, majd számoljátok meg a szakaszokat.;A kéz és szem tapasztalata legyen fontosabb, mint a számnév.;1-5 rudak.;Hiányzó rúd keresése, összeadás: 3+2 ugyanannyi mint 5.;Érti-e a sorrendet, hossz alapján becsül-e.;Montessori number rods otthoni adaptációja.;Rend, önellenőrzés, sikerélmény.;"MONTESSORI_METHOD;HOME_MATH";;"math;quantity;ordering"
A153;Páros-páratlan tárgykirakás;5-6 év;Matematika;paritás, egy-egy megfeleltetés;benti;3;10;apró tárgyak, 1-10 számkártyák;Páros és páratlan mennyiségek testi-vizuális felismerése.;Tegyétek ki a tárgyakat két oszlopban párba rendezve. Ami magányos marad, az páratlan.;Ne definícióval kezdj, hanem a kirakott mintával.;1-5 mennyiségek.;1-20, majd kérdés: melyik számnak nincs párja?;Látja-e a magányos elemet, tud-e becsülni.;Cards and counters Montessori-logika.;Önellenőrzés, vizuális minta.;"MONTESSORI_METHOD;HOME_MATH";;"math;one_to_one;parity"
A154;Tízes váltás gyöngyökkel vagy legóval;5-6 év;Matematika;helyiérték, tízes rendszer;benti;10;15;"10-es kötegek: gyöngy, legó, pálcika; egységek";Helyiérték és tízes váltás konkrét tapasztalata.;Gyűjtsetek 10 egységet, majd váltsátok egy tízes kötegre. Tegyetek mellé számkártyát.;"Maradjon manipulatív; ne legyen írásbeli feladat.";Csak 10 egységből 1 tízes.;Több tízes és egység: 23, 47, 105 játékos kirakása.;Vált-e magától, érti-e, hogy a tízes „egyben tíz”.;Montessori decimal system és aranygyöngy előkészítés.;Absztrakció előtti konkrét biztonság.;"MONTESSORI_METHOD;MONTESSORI_ELEMENTARY;HOME_MATH";;"math;place_value;decimal_system"
A155;Törtkör papírból;5-6 év;Matematika és téri gondolkodás;törtek, rész-egész;benti;10;15;papírkörök félbe, negyedbe, harmadba vágva;Rész-egész viszony és ekvivalencia első tapasztalatai.;Vágj ki köröket. Egy marad egész, másikat feleztek, negyedeltek. Rakjátok össze újra egésszé.;"A törtszavak csak később; először a kézzel rakás.";Csak fél és egész.;Keverjetek részeket: két negyed = fél.;Látja-e, hogy a részekből egész lesz, összehasonlít-e.;Montessori fraction insets otthoni papírverzió.;Felfedezés és önellenőrzés.;"MONTESSORI_ELEMENTARY;SPATIAL_META;HOME_MATH";;"math;fractions;spatial"
A156;Szorzás mint ismételt összeadás kupakokkal;5-6 év;Matematika;szorzás előkészítése, csoportosítás;benti;3;10;kupakok, tálkák vagy muffinforma;Ismételt csoportok és összmennyiség kapcsolatának tapasztalata.;Tegyél 3 tálkába 2-2 kupakot. Kérdés: mennyi összesen? Próbáljatok 4 tálka 2-vel, 3 tálka 3-mal.;"Ne nevezzétek rögtön szorzásnak; maradjon csoportos játék.";2 tálka 2 tárggyal.;Számkártyával, majd rajzos lejegyzéssel.;Csoportonként számol-e vagy összeszámol, észreveszi-e a mintát.;Montessori elementary multiplication table és bankjáték előkészítés.;Kompetencia, mintafelismerés.;"MONTESSORI_ELEMENTARY;HOME_MATH";;"math;multiplication;grouping"
A157;Mértani betétből díszítő minta;5-6 év;Rajz és téri gondolkodás;geometriai design, ismétlés;benti;10;15;sablonok, körző helyett körsablon, vonalzó, színes ceruza;Geometriai forma, ritmus és rajzi kontroll összekapcsolása.;Egy formát többször körberajzol, forgat vagy eltol, majd mintát színez.;Ne a végterméket értékeld, hanem a gondos folyamatot.;Egy forma ismétlése.;Két forma kombinálása, szimmetria keresése.;Kialakul-e ritmus, kitart-e a lassú munkában.;Montessori geometric design és metal insets továbbfejlesztése.;Flow, önálló esztétikai döntés.;"MONTESSORI_ELEMENTARY;MONTESSORI_METHOD";;"drawing;geometry;fine_motor"
A158;Rajz élő modell után: növény vagy tárgy;5-6 év;Rajz és tudomány;megfigyelés, részletek;benti/kinti;5;15;növény, kagyló, kő, ceruza, papír;Megfigyelés pontossága és valóságra irányuló figyelem fejlesztése.;Tegyetek ki egy érdekes tárgyat. Kérd, hogy ne emlékezetből rajzolja, hanem nézze meg újra és újra.;"Ne javítsd anatómiailag; kérdezz: mit vettél észre?";Egyszerű tárgy nagy formával.;Több részlet, nagyító, címkék hozzáadása.;Visszanéz-e a tárgyra, észrevesz-e új részletet.;Montessori free-hand drawing from life otthoni formában.;Kíváncsiság, realitás, belső motiváció.;"MONTESSORI_ELEMENTARY;CUSHMAN_BOOK";;"drawing;observation;science"
A159;Háromrészes kártyák saját témából;4-5 év;Nyelv és tudomány;nomenklatúra, kategorizálás;benti;20;12;"képkártya, szó/kép-kártya, szókártya; pl. állatok, növényrészek, járművek";Szókincs, kategóriák és önellenőrző párosítás fejlesztése.;Válasszatok érdeklődési témát. Először kép + szó párosítás, később külön szó és kép.;"Mindig kevés kártyával kezdj; a cél az örömteli rendezés.";Csak kép-kép párosítás.;Szókártya külön, majd saját minikönyv készítése.;Melyik téma érdekli, olvassa-e a szókártyát vagy képre támaszkodik.;Montessori nomenclature material otthoni változat.;Érdeklődés-követés, kompetencia.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"language;science;nomenclature"
A160;Levélforma párosítás és préselés;4-5 év;Tudomány és szenzoros;botanika, forma, kategorizálás;benti/kinti;10;15;különböző levelek, papír, könyv préseléshez;Növényi formák megfigyelése és kategorizálása.;Sétán gyűjtsetek 3-5 levelet. Otthon párosítsátok forma szerint, majd préseljétek le.;Kérdezz: miben hasonlít, miben más? Ne neveket kérj számon.;Csak két nagyon eltérő levél.;Erek, szél, forma rajzolása és címkézése.;Észreveszi-e a finom különbséget, visszatér-e a témához.;Botanikai kabinet és háromrészes kártyák előkészítése.;Kapcsolódás a természethez, megfigyelő attitűd.;"MONTESSORI_METHOD;CUSHMAN_BOOK";;"science;botany;classification"
A161;Föld-víz forma agyagból;4-5 év;Földrajz és szenzoros;land-water forms, téri modell;benti;10;15;agyag/gyurma, tálca, kevés víz;Földrajzi forma és modellalkotás konkrét tapasztalata.;Gyurmából szigetet vagy tavat formáltok tálcán. Öntsetek mellé/bele kevés vizet, és figyeljétek meg.;Maradjon érzékszervi modell, nem definíciótanulás.;Sziget és tó.;Félsziget, öböl, földnyelv, rajz készítése.;Érti-e a forma-víz viszonyt, épít-e saját formát.;Montessori land and water forms otthoni adaptációja.;Alkotás, felfedezés, kontrollált kísérletezés.;"MONTESSORI_METHOD;SPATIAL_META";;"geography;spatial;sensorial"
A162;Hibakereső kártya: mi nincs a helyén?;3-4 év;Rend és EF;figyelem, önellenőrzés;benti;3;8;kis polc vagy tálca 4-5 tárggyal;Rend és vizuális figyelem gyakorlása játékos módon.;Mutasd meg a rendezett tálcát, majd cserélj fel egy tárgyat. Kérd, hogy keresse meg, mi változott.;"Ne legyen csapda; nevessetek a te hibádon is.";Csak egy feltűnő változás.;Két apró változás, majd ő rendezi át neked.;Észreveszi-e a rendet, javít-e önállóan.;Montessori prepared environment: minden tárgynak helye van.;Kontrollérzés, kompetencia, rend iránti belső motiváció.;"CUSHMAN_BOOK;LILLARD_BOOK";;"order;executive_function;montessori_home"
A163;Választótálca két munkával;2-3 év;Személyiség és autonómia;választás, érdeklődés;benti;3;10;két előkészített tálca: pl. kanalazás és formaillesztés;Korlátozott, valódi választás gyakorlása túlterhelés nélkül.;Tegyél ki két kész tevékenységet. Kérdezd: melyikkel szeretnél dolgozni? A másik marad elérhető később.;"Tartsd tiszteletben a választást; ne próbáld rábeszélni a „fejlesztőbbre”.";Egy tevékenység előkészítve.;Három választási lehetőség, majd visszarendezés önállóan.;Tud-e választani, váltogat-e, melyik köti le tartósan.;Montessori choice making és előkészített környezet.;Autonómia, belső kontroll.;"CUSHMAN_BOOK;LILLARD_BOOK;SELF_DETERMINATION";;"choice;autonomy;prepared_environment"
A164;Hiba javítása felnőtt modell nélkül;3-4 év;Végrehajtó funkciók;önellenőrzés, frusztrációtűrés;benti;2;8;egyszerű önellenőrző puzzle vagy formaillesztő;Önellenőrzés és hibával való nyugodt kapcsolat támogatása.;Adj olyan feladatot, ahol a hiba látható: nem fér be, billeg, hiányzik. Várj, mielőtt segítesz.;"Ne mondd azonnal a megoldást; kérdezz: mit próbálnál még?";Kevesebb elem.;Több elem, hasonló formák.;Mit csinál hiba esetén: újrapróbál, dühös lesz, segítséget kér.;Montessori control of error elv otthon.;Frusztrációkezelés, kompetencia, önálló problémaoldás.;"CUSHMAN_BOOK;GUIDED_PLAY_META;DIAMOND_EF";;"control_of_error;executive_function;resilience"
A165;Nem siettetős munka: 10 perces saját választás;3-4 év;Személyiség és koncentráció;érdeklődés, flow, ismétlés;benti;2;10;egy választott tevékenység tálcán;A koncentráció és ismétlés tisztelete, külső cél nélkül.;Válasszon egy tevékenységet, te pedig 10 percig nem kérdezel, nem dicsérgeted, nem terelgeted. Csak jelen vagy.;"A csendes jelenlét a feladat; a felnőtt ne váljon animátorrá.";5 perc.;Hosszabb blokk, majd ő zárja le és rakja vissza.;Mikor mélyül el, mikor néz rád visszajelzésért.;Montessori repetition, concentration, work cycle.;Belső motiváció, önállóság.;"MONTESSORI_METHOD;CUSHMAN_BOOK;LILLARD_BOOK";;"concentration;intrinsic_motivation;repetition"
A166;Könyves kosár szépség és valóság szerint;18-24 hó;Nyelv és személyiség;könyvválasztás, realitás, figyelem;benti;5;10;3-5 valós képeskönyv vagy fotókönyv kosárban;Könyvekhez való önálló, valóságközeli és nyugodt kapcsolódás.;Válassz kevés, esztétikus, valóságos képeket tartalmazó könyvet. Tedd kosárba, elérhető magasságba.;"Ne olvasd végig kötelezően; kövesd, melyik oldalon áll meg.";2 könyv.;Ő választja és visszateszi, kapcsolódó tárgyat keres a lakásban.;Melyik témához tér vissza, mutat-e, kér-e szót.;Montessori realitás, választás, nyelvi környezet.;Érdeklődés és autonómia.;"CUSHMAN_BOOK;NOBLE_READING";;"reading;choice;language"
